-START-OF-DATA-
0.0      1395.6E-6
100.0    1401.1E-6
200.0    1406.7E-6
300.0    1412.2E-6
400.0    1417.8E-6
500.0    1423.4E-6
600.0    1428.9E-6
700.0    1434.5E-6
800.0    1440.0E-6
900.0    1445.6E-6
1000.0   1451.2E-6
1100.0   1456.7E-6
1200.0   1462.3E-6
1300.0   1467.8E-6
1400.0   1473.4E-6
1500.0   1479.0E-6
1600.0   1484.5E-6
1700.0   1490.1E-6
1800.0   1495.6E-6
1900.0   1501.2E-6
2000.0   1506.8E-6
2100.0   1512.3E-6
2200.0   1517.9E-6
2300.0   1523.4E-6
2400.0   1529.0E-6
2500.0   1534.6E-6
2600.0   1540.1E-6
2700.0   1545.7E-6
2800.0   1551.2E-6
2900.0   1556.8E-6
3000.0   1562.4E-6
3100.0   1567.9E-6
3200.0   1573.5E-6
3300.0   1579.0E-6
3400.0   1584.6E-6
3500.0   1590.2E-6
3600.0   1595.7E-6
3700.0   1601.3E-6
3800.0   1606.8E-6
3900.0   1612.4E-6
4000.0   1618.0E-6
4100.0   1623.5E-6
4200.0   1629.1E-6
4300.0   1634.6E-6
4400.0   1640.2E-6
4500.0   1645.8E-6
4600.0   1651.3E-6
4700.0   1656.9E-6
4800.0   1662.4E-6
4900.0   1668.0E-6
999999.0 1668.0E-6
-END-OF-DATA-
