-START-OF-DATA-
0.0      1117.6E-6
100.0    1123.1E-6
200.0    1128.7E-6
300.0    1134.2E-6
400.0    1139.8E-6
500.0    1145.4E-6
600.0    1150.9E-6
700.0    1156.5E-6
800.0    1162.0E-6
900.0    1167.6E-6
1000.0   1173.2E-6
1100.0   1178.7E-6
1200.0   1184.3E-6
1300.0   1189.8E-6
1400.0   1195.4E-6
1500.0   1201.0E-6
1600.0   1206.5E-6
1700.0   1212.1E-6
1800.0   1217.6E-6
1900.0   1223.2E-6
2000.0   1228.8E-6
2100.0   1234.3E-6
2200.0   1239.9E-6
2300.0   1245.4E-6
2400.0   1251.0E-6
2500.0   1256.6E-6
2600.0   1262.1E-6
2700.0   1267.7E-6
2800.0   1273.2E-6
2900.0   1278.8E-6
3000.0   1284.4E-6
3100.0   1289.9E-6
3200.0   1295.5E-6
3300.0   1301.0E-6
3400.0   1306.6E-6
3500.0   1312.2E-6
3600.0   1317.7E-6
3700.0   1323.3E-6
3800.0   1328.8E-6
3900.0   1334.4E-6
4000.0   1340.0E-6
4100.0   1345.5E-6
4200.0   1351.1E-6
4300.0   1356.6E-6
4400.0   1362.2E-6
4500.0   1367.8E-6
4600.0   1373.3E-6
4700.0   1378.9E-6
4800.0   1384.4E-6
4900.0   1390.0E-6
999999.0 1390.0E-6
-END-OF-DATA-
