  0.6749  0.6746  0.6749  0.6753  0.6757  0.6756  0.6754  0.6758  0.6765  0.6775  0.6790  0.6806  0.6812  0.6816  0.6811  0.6784  0.6739  0.6694  0.6676  0.6687  0.6733  0.6799  0.6852  0.6842  0.6797  0.6748  0.6725  0.6734  0.6755  0.6771  0.6778  0.6779  0.6773  0.6765  0.6760  0.6753
  0.6684  0.6672  0.6664  0.6670  0.6672  0.6671  0.6668  0.6661  0.6652  0.6662  0.6685  0.6691  0.6671  0.6685  0.6736  0.6763  0.6741  0.6728  0.6728  0.6696  0.6656  0.6661  0.6684  0.6661  0.6634  0.6629  0.6638  0.6685  0.6693  0.6676  0.6678  0.6691  0.6690  0.6686  0.6689  0.6687
  0.6518  0.6532  0.6526  0.6538  0.6517  0.6510  0.6504  0.6489  0.6494  0.6448  0.6480  0.6507  0.6486  0.6443  0.6379  0.6409  0.6379  0.6264  0.6275  0.6317  0.6360  0.6400  0.6492  0.6542  0.6556  0.6601  0.6581  0.6577  0.6532  0.6496  0.6532  0.6537  0.6521  0.6496  0.6511  0.6520
  0.5909  0.5975  0.5969  0.5952  0.5905  0.5860  0.5831  0.5809  0.5864  0.5792  0.5785  0.5811  0.5781  0.5819  0.5592  0.5509  0.5644  0.5402  0.5172  0.5203  0.5413  0.5747  0.6017  0.6100  0.6158  0.6199  0.6066  0.5988  0.5977  0.5927  0.5938  0.5949  0.5907  0.5858  0.5867  0.5885
  0.5080  0.5109  0.5138  0.5096  0.5082  0.5034  0.5009  0.5024  0.5032  0.5033  0.4962  0.4928  0.4767  0.4824  0.4772  0.4461  0.4788  0.5030  0.4657  0.4328  0.4487  0.4892  0.5147  0.5078  0.5252  0.5334  0.5206  0.5126  0.5159  0.5129  0.5062  0.5148  0.5111  0.5083  0.5071  0.5047
  0.4180  0.4151  0.4215  0.4172  0.4155  0.4129  0.4101  0.4154  0.4069  0.4123  0.4034  0.3986  0.3788  0.3701  0.3905  0.3610  0.3835  0.4314  0.4117  0.3875  0.3957  0.3992  0.4094  0.3916  0.4112  0.4250  0.4239  0.4277  0.4241  0.4242  0.4174  0.4270  0.4213  0.4195  0.4188  0.4124
  0.3460  0.3416  0.3459  0.3436  0.3422  0.3428  0.3407  0.3439  0.3343  0.3385  0.3338  0.3278  0.3173  0.3038  0.3187  0.3097  0.3070  0.3177  0.3336  0.3410  0.3787  0.3524  0.3301  0.3266  0.3330  0.3441  0.3518  0.3588  0.3500  0.3533  0.3512  0.3532  0.3485  0.3474  0.3483  0.3429
  0.3063  0.3030  0.3039  0.3051  0.3056  0.3051  0.3039  0.3030  0.2972  0.2976  0.2944  0.2874  0.2802  0.2734  0.2733  0.2679  0.2529  0.2384  0.2581  0.2815  0.3415  0.3125  0.2898  0.2969  0.2924  0.3035  0.3138  0.3159  0.3094  0.3116  0.3106  0.3084  0.3086  0.3071  0.3082  0.3069
  0.2850  0.2822  0.2826  0.2856  0.2866  0.2838  0.2824  0.2801  0.2761  0.2745  0.2691  0.2625  0.2521  0.2491  0.2484  0.2340  0.2188  0.2027  0.2028  0.2273  0.2767  0.2671  0.2698  0.2676  0.2677  0.2828  0.2880  0.2874  0.2848  0.2836  0.2836  0.2822  0.2856  0.2840  0.2846  0.2856
  0.2711  0.2686  0.2702  0.2714  0.2705  0.2688  0.2661  0.2655  0.2609  0.2594  0.2523  0.2465  0.2346  0.2255  0.2362  0.2187  0.2033  0.1867  0.1775  0.1905  0.2178  0.2392  0.2579  0.2399  0.2556  0.2720  0.2660  0.2652  0.2631  0.2606  0.2643  0.2647  0.2674  0.2669  0.2683  0.2688
  0.2550  0.2553  0.2555  0.2527  0.2499  0.2486  0.2467  0.2460  0.2433  0.2408  0.2383  0.2325  0.2261  0.2163  0.2286  0.2271  0.2101  0.1978  0.1889  0.2056  0.2171  0.2140  0.2306  0.2308  0.2380  0.2560  0.2508  0.2439  0.2440  0.2457  0.2493  0.2512  0.2512  0.2516  0.2522  0.2523
  0.2384  0.2387  0.2371  0.2330  0.2315  0.2305  0.2297  0.2288  0.2282  0.2276  0.2261  0.2280  0.2311  0.2291  0.2258  0.2309  0.2162  0.2039  0.2079  0.2158  0.2320  0.2218  0.2213  0.2360  0.2266  0.2344  0.2384  0.2326  0.2386  0.2391  0.2406  0.2412  0.2396  0.2405  0.2383  0.2393
  0.2254  0.2241  0.2226  0.2195  0.2189  0.2182  0.2185  0.2183  0.2183  0.2205  0.2192  0.2270  0.2362  0.2398  0.2250  0.2120  0.2109  0.2096  0.2400  0.2263  0.2238  0.2268  0.2197  0.2286  0.2233  0.2239  0.2306  0.2284  0.2310  0.2317  0.2297  0.2305  0.2290  0.2293  0.2274  0.2273
  0.2200  0.2169  0.2162  0.2138  0.2140  0.2130  0.2142  0.2151  0.2148  0.2196  0.2178  0.2285  0.2395  0.2461  0.2240  0.1955  0.2073  0.2127  0.2610  0.2315  0.2120  0.2320  0.2240  0.2196  0.2252  0.2191  0.2260  0.2259  0.2230  0.2266  0.2216  0.2231  0.2214  0.2219  0.2221  0.2212
  0.2396  0.2345  0.2362  0.2303  0.2322  0.2282  0.2294  0.2320  0.2302  0.2358  0.2316  0.2360  0.2365  0.2384  0.2197  0.2108  0.2229  0.2074  0.2277  0.2174  0.2096  0.2426  0.2436  0.2168  0.2385  0.2236  0.2273  0.2214  0.2145  0.2304  0.2249  0.2281  0.2236  0.2284  0.2343  0.2363
  0.2728  0.2711  0.2698  0.2661  0.2690  0.2616  0.2619  0.2543  0.2463  0.2453  0.2374  0.2389  0.2306  0.2281  0.2084  0.2390  0.2853  0.2556  0.2584  0.2207  0.2204  0.2254  0.2192  0.2169  0.2297  0.2268  0.2208  0.2033  0.2132  0.2310  0.2383  0.2444  0.2468  0.2557  0.2637  0.2714
  0.2568  0.2579  0.2555  0.2536  0.2570  0.2500  0.2487  0.2388  0.2295  0.2272  0.2196  0.2192  0.2118  0.2150  0.2144  0.2429  0.2984  0.2716  0.2515  0.2179  0.2226  0.2133  0.2104  0.2171  0.2204  0.2194  0.2159  0.2056  0.2171  0.2151  0.2328  0.2387  0.2399  0.2429  0.2461  0.2561
  0.2197  0.2237  0.2207  0.2207  0.2243  0.2195  0.2161  0.2069  0.1983  0.1968  0.1911  0.1889  0.1864  0.1998  0.2285  0.2377  0.2935  0.2764  0.2293  0.2124  0.2216  0.2021  0.2070  0.2171  0.2102  0.2073  0.2113  0.2166  0.2234  0.1913  0.2190  0.2236  0.2201  0.2128  0.2083  0.2195
  0.1855  0.1822  0.1824  0.1842  0.1892  0.1950  0.1873  0.2005  0.1855  0.2057  0.1905  0.1963  0.2111  0.2268  0.3188  0.2514  0.3183  0.3147  0.2303  0.2164  0.2148  0.2068  0.2148  0.2050  0.2183  0.1915  0.2337  0.2770  0.2209  0.1872  0.1947  0.1932  0.1927  0.1775  0.1819  0.1779
  0.2167  0.2108  0.2175  0.2169  0.2245  0.2350  0.2270  0.2482  0.2302  0.2540  0.2455  0.2502  0.2684  0.2653  0.3310  0.2349  0.3341  0.3281  0.2387  0.2183  0.2211  0.2111  0.2186  0.2095  0.2135  0.1968  0.2355  0.2709  0.2222  0.2081  0.2025  0.2024  0.2165  0.2046  0.2103  0.2061
  0.2381  0.2316  0.2406  0.2386  0.2459  0.2572  0.2502  0.2716  0.2548  0.2759  0.2716  0.2749  0.2944  0.2806  0.3203  0.2254  0.3405  0.3331  0.2469  0.2190  0.2248  0.2123  0.2200  0.2117  0.2069  0.1996  0.2377  0.2616  0.2224  0.2218  0.2123  0.2125  0.2318  0.2254  0.2292  0.2272
  0.2441  0.2410  0.2442  0.2427  0.2430  0.2468  0.2442  0.2494  0.2431  0.2471  0.2432  0.2441  0.2603  0.2502  0.2584  0.2280  0.3285  0.3215  0.2564  0.2171  0.2237  0.2071  0.2170  0.2099  0.1947  0.1980  0.2412  0.2429  0.2203  0.2238  0.2285  0.2272  0.2334  0.2381  0.2325  0.2384
  0.2228  0.2197  0.2223  0.2179  0.2172  0.2184  0.2164  0.2173  0.2119  0.2163  0.2156  0.2171  0.2145  0.2011  0.2068  0.2227  0.2862  0.2913  0.2427  0.2110  0.2127  0.2054  0.2066  0.1938  0.2075  0.2338  0.2491  0.2212  0.2143  0.2167  0.2466  0.2584  0.2277  0.2339  0.2208  0.2208
  0.2257  0.2213  0.2237  0.2191  0.2181  0.2204  0.2185  0.2207  0.2141  0.2168  0.2151  0.2189  0.2030  0.1822  0.1909  0.2144  0.2681  0.2752  0.2283  0.2061  0.2090  0.2118  0.2176  0.1933  0.2268  0.2509  0.2338  0.2194  0.2088  0.2081  0.2512  0.2771  0.2450  0.2358  0.2266  0.2232
  0.2369  0.2312  0.2328  0.2278  0.2270  0.2299  0.2298  0.2331  0.2259  0.2266  0.2220  0.2262  0.2000  0.1775  0.1836  0.2066  0.2584  0.2611  0.2147  0.2110  0.2111  0.2207  0.2299  0.1959  0.2352  0.2513  0.2170  0.2233  0.2031  0.2045  0.2547  0.2954  0.2667  0.2407  0.2390  0.2346
  0.2574  0.2511  0.2494  0.2425  0.2428  0.2424  0.2492  0.2497  0.2445  0.2441  0.2337  0.2315  0.2023  0.1998  0.1826  0.2037  0.2616  0.2477  0.2071  0.2453  0.2267  0.2306  0.2308  0.1977  0.2041  0.2108  0.2133  0.2319  0.1973  0.2183  0.2625  0.3167  0.2848  0.2505  0.2592  0.2599
  0.2702  0.2611  0.2511  0.2438  0.2423  0.2416  0.2492  0.2493  0.2490  0.2503  0.2461  0.2387  0.1999  0.1851  0.1648  0.1991  0.2635  0.2118  0.2200  0.2351  0.2411  0.2429  0.2178  0.2078  0.2028  0.2085  0.2212  0.2305  0.1983  0.2257  0.2688  0.3180  0.2904  0.2585  0.2664  0.2710
  0.2802  0.2714  0.2598  0.2528  0.2489  0.2502  0.2528  0.2553  0.2580  0.2598  0.2601  0.2509  0.2196  0.1901  0.1802  0.2257  0.2473  0.2117  0.2173  0.2264  0.2486  0.2656  0.2466  0.2210  0.2133  0.2230  0.2298  0.2441  0.2143  0.2345  0.2856  0.3159  0.2748  0.2686  0.2787  0.2814
  0.3017  0.2933  0.2810  0.2734  0.2683  0.2691  0.2696  0.2718  0.2757  0.2766  0.2773  0.2717  0.2570  0.2481  0.2340  0.2613  0.2678  0.2676  0.2589  0.2351  0.2655  0.3009  0.2960  0.2833  0.2638  0.2726  0.2545  0.2730  0.2528  0.2649  0.3146  0.3285  0.2758  0.2866  0.2997  0.3037
