-START-OF-DATA-
0.0      283.6E-6
100.0    289.1E-6
200.0    294.7E-6
300.0    300.2E-6
400.0    305.8E-6
500.0    311.4E-6
600.0    316.9E-6
700.0    322.5E-6
800.0    328.0E-6
900.0    333.6E-6
1000.0   339.2E-6
1100.0   344.7E-6
1200.0   350.3E-6
1300.0   355.8E-6
1400.0   361.4E-6
1500.0   367.0E-6
1600.0   372.5E-6
1700.0   378.1E-6
1800.0   383.6E-6
1900.0   389.2E-6
2000.0   394.8E-6
2100.0   400.3E-6
2200.0   405.9E-6
2300.0   411.4E-6
2400.0   417.0E-6
2500.0   422.6E-6
2600.0   428.1E-6
2700.0   433.7E-6
2800.0   439.2E-6
2900.0   444.8E-6
3000.0   450.4E-6
3100.0   455.9E-6
3200.0   461.5E-6
3300.0   467.0E-6
3400.0   472.6E-6
3500.0   478.2E-6
3600.0   483.7E-6
3700.0   489.3E-6
3800.0   494.8E-6
3900.0   500.4E-6
4000.0   506.0E-6
4100.0   511.5E-6
4200.0   517.1E-6
4300.0   522.6E-6
4400.0   528.2E-6
4500.0   533.8E-6
4600.0   539.3E-6
4700.0   544.9E-6
4800.0   550.4E-6
4900.0   556.0E-6
999999.0 556.0E-6
-END-OF-DATA-
