   1.6282228e+00   1.7038880e+00   1.7272470e+00   1.7177773e+00   1.7210259e+00   1.7474313e+00   1.7831141e+00   1.8370353e+00   1.8936063e+00   1.9056677e+00   1.8338324e+00   1.7202845e+00   1.6765140e+00   1.7308687e+00   1.8079587e+00   1.7831087e+00   1.6445368e+00   1.5124927e+00   1.4462227e+00   1.3734787e+00   1.2739718e+00   1.1926565e+00   1.1330530e+00   1.1055981e+00   1.1691579e+00   1.3544296e+00   1.5697848e+00   1.7362611e+00   1.8793818e+00   1.9813081e+00   2.0106587e+00   1.9409186e+00   1.7893863e+00   1.6512672e+00   1.5691557e+00   1.5657678e+00
   1.6878963e+00   1.5486521e+00   1.2941476e+00   1.1078744e+00   1.1035924e+00   1.1804295e+00   1.2556596e+00   1.3626658e+00   1.5243411e+00   1.6944885e+00   1.8181367e+00   1.8661206e+00   1.8773320e+00   1.9131641e+00   2.0872221e+00   2.1896434e+00   2.0493028e+00   1.9414749e+00   1.8208356e+00   1.5664957e+00   1.1934965e+00   1.0304222e+00   1.2542041e+00   1.7208576e+00   2.3581836e+00   2.7916092e+00   2.8616512e+00   2.8963747e+00   2.8918716e+00   2.8681297e+00   2.8189588e+00   2.6739101e+00   2.4269724e+00   2.2544599e+00   2.0769145e+00   1.8425679e+00
   1.3854506e+00   1.5484722e+00   1.7144727e+00   1.8515308e+00   1.9666034e+00   2.0319006e+00   2.0963035e+00   2.0963371e+00   2.2363634e+00   2.2275050e+00   2.0463560e+00   1.9363586e+00   1.7185372e+00   1.9173263e+00   1.9282335e+00   1.7398310e+00   2.0959210e+00   2.5095072e+00   2.6889844e+00   2.5962467e+00   2.1889470e+00   1.6903472e+00   1.3534193e+00   1.6062372e+00   1.5728278e+00   1.4301411e+00   1.2841763e+00   1.0218101e+00   1.1165324e+00   1.0553814e+00   1.1102079e+00   1.4027245e+00   1.1869552e+00   1.1722903e+00   1.3419689e+00   1.3423207e+00
   3.6938863e+00   3.8151751e+00   3.9140239e+00   4.0110879e+00   4.2255373e+00   4.3790169e+00   4.4668741e+00   4.4356174e+00   4.5125628e+00   4.6579604e+00   4.7625661e+00   4.9222283e+00   4.7241545e+00   4.7735839e+00   4.9417806e+00   4.6078377e+00   4.8756208e+00   5.2459879e+00   5.2565465e+00   5.1044021e+00   4.2421160e+00   3.3324227e+00   2.8726974e+00   2.7979417e+00   2.7194791e+00   3.2395365e+00   3.5173450e+00   3.2998054e+00   3.3945732e+00   3.6144781e+00   3.7318439e+00   3.7703714e+00   3.7295139e+00   3.7927623e+00   3.7970440e+00   3.6993532e+00
   5.3048415e+00   5.2780046e+00   5.3556967e+00   5.4689155e+00   5.6337347e+00   5.7788353e+00   5.8330846e+00   5.9029360e+00   5.9130826e+00   6.1263461e+00   6.3907385e+00   6.5779295e+00   6.5746727e+00   6.4942894e+00   6.9095597e+00   6.8165431e+00   6.3360944e+00   5.6111488e+00   4.7674446e+00   4.7316198e+00   4.3135080e+00   3.7908306e+00   3.8164091e+00   4.0043802e+00   4.5345368e+00   5.1672835e+00   5.5259519e+00   5.9497023e+00   6.2556391e+00   6.4551873e+00   6.3572264e+00   6.1926708e+00   5.9934368e+00   5.7717676e+00   5.6285853e+00   5.4148359e+00
   5.7981290e+00   5.6040144e+00   5.5738657e+00   5.6423782e+00   5.6841450e+00   5.8677124e+00   5.9515990e+00   6.1046438e+00   6.1355218e+00   6.2625321e+00   6.4367800e+00   6.4724983e+00   6.6195540e+00   6.5436759e+00   7.0619506e+00   7.4318661e+00   6.4446955e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.3670942e+00   4.3060160e+00   4.9416774e+00   5.6203598e+00   6.2714562e+00   6.7646803e+00   7.3292040e+00   7.5148234e+00   7.6108536e+00   7.3952498e+00   7.0740690e+00   6.7408485e+00   6.4273495e+00   6.2630472e+00   5.9736837e+00
   4.7011908e+00   4.4473301e+00   4.1844189e+00   4.1142280e+00   4.1147795e+00   4.3024800e+00   4.4180668e+00   4.5162178e+00   4.5464180e+00   4.5459130e+00   4.6220232e+00   4.7227595e+00   5.0355757e+00   5.0402881e+00   5.2647346e+00   5.7555116e+00   4.9914509e+00   3.1980707e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5916299e+00   4.1335402e+00   4.9363721e+00   5.2341865e+00   5.8632881e+00   6.1892961e+00   6.4599356e+00   6.4871901e+00   6.4162573e+00   6.2263883e+00   5.8282029e+00   5.5260280e+00   5.2974704e+00   5.1186053e+00   4.8699172e+00
   2.2444894e+00   2.0645332e+00   1.9524280e+00   1.9848554e+00   2.0292511e+00   2.0940256e+00   2.1490772e+00   2.1834876e+00   2.1812515e+00   2.1758018e+00   2.1298780e+00   2.2204270e+00   2.5249579e+00   2.6029135e+00   2.3848886e+00   2.6168778e+00   2.8941242e+00   2.4997787e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8479611e+00   2.9519690e+00   3.4889383e+00   3.2676618e+00   3.6927579e+00   3.6689823e+00   3.6943173e+00   3.7203803e+00   3.4667282e+00   3.3274186e+00   2.9922565e+00   2.8105848e+00   2.5995553e+00   2.3911407e+00   2.3069348e+00
   1.5222337e+00   1.4893923e+00   1.6514152e+00   1.8182306e+00   1.9308708e+00   1.9297296e+00   1.9659883e+00   1.9892269e+00   1.9103506e+00   1.8964617e+00   1.6621585e+00   1.5380402e+00   1.5288596e+00   1.4916353e+00   1.2278345e+00   1.3552942e+00   2.4124255e+00   2.5670698e+00   0.0000000e+00   1.8277578e+00   1.4960266e+00   1.1371139e+00   1.7672931e+00   2.0226254e+00   1.7331707e+00   2.0183089e+00   1.9277089e+00   1.9231766e+00   1.9896634e+00   1.7982554e+00   1.7470435e+00   1.6128569e+00   1.6101555e+00   1.5350384e+00   1.4259064e+00   1.4709728e+00
   4.2451329e+00   4.3399162e+00   4.4059606e+00   4.4256296e+00   4.5899353e+00   4.7090912e+00   4.8593159e+00   4.8751469e+00   4.6667080e+00   4.4929347e+00   4.1029258e+00   3.7727456e+00   3.3441057e+00   3.0096033e+00   3.2081304e+00   3.6500440e+00   4.3546424e+00   3.1493983e+00   1.8661242e+00   1.6063830e+00   7.6748276e-01   6.4939779e-01   1.6898516e+00   1.9945362e+00   2.1676464e+00   2.6039615e+00   2.8647642e+00   2.9918177e+00   3.0705924e+00   3.2235749e+00   3.3252692e+00   3.4555979e+00   3.6803987e+00   3.9897411e+00   4.1359248e+00   4.1773372e+00
   6.4762401e+00   6.4096189e+00   6.1347549e+00   6.0895917e+00   6.2448842e+00   6.3816822e+00   6.4414873e+00   6.2793199e+00   6.0123699e+00   5.6543698e+00   5.4937893e+00   5.4816358e+00   5.5779541e+00   5.5408549e+00   5.5568510e+00   6.0443575e+00   5.8651368e+00   4.6995781e+00   3.9281774e+00   3.5628001e+00   3.0810207e+00   2.5473628e+00   3.6631563e+00   4.3244637e+00   3.8877738e+00   4.6664114e+00   5.0383708e+00   5.2836109e+00   5.7242131e+00   5.5746113e+00   5.6771408e+00   5.8566556e+00   6.1471273e+00   6.3527836e+00   6.4411206e+00   6.5288473e+00
   6.2981701e+00   5.9544163e+00   5.5658107e+00   5.5674257e+00   5.6347075e+00   5.7304139e+00   5.5751595e+00   5.2736564e+00   5.0964012e+00   4.8892474e+00   5.0957909e+00   5.4436073e+00   6.0120544e+00   6.4274564e+00   6.9165335e+00   7.1968989e+00   5.9989681e+00   5.5661526e+00   5.3155346e+00   4.5226994e+00   4.2300973e+00   3.7866006e+00   3.9452145e+00   4.0983677e+00   3.6128559e+00   4.5393529e+00   5.1866655e+00   5.5547667e+00   5.8902745e+00   5.7520041e+00   5.9673152e+00   6.1281805e+00   6.2671304e+00   6.3992562e+00   6.5028315e+00   6.4829988e+00
   5.2432098e+00   4.7382331e+00   4.3824544e+00   4.4102864e+00   4.4794464e+00   4.5147548e+00   4.2580218e+00   3.9937782e+00   3.9195294e+00   3.9671688e+00   4.3680177e+00   4.9391150e+00   5.6485095e+00   6.2956610e+00   7.2782078e+00   7.3087749e+00   5.8709087e+00   5.6682730e+00   5.4680853e+00   4.5464869e+00   3.7672772e+00   0.0000000e+00   3.3646412e+00   3.0886619e+00   3.1253731e+00   3.9646168e+00   4.6107273e+00   5.0677357e+00   5.1075258e+00   5.0849109e+00   5.3546581e+00   5.4372926e+00   5.4535236e+00   5.5700994e+00   5.6706190e+00   5.5103374e+00
   3.9377856e+00   3.3802825e+00   3.1418409e+00   3.1929116e+00   3.3028653e+00   3.2832656e+00   3.0177269e+00   2.8739692e+00   2.9004450e+00   3.1747940e+00   3.6476982e+00   4.3490829e+00   5.0018868e+00   5.7397716e+00   7.0226231e+00   6.8088083e+00   5.6000889e+00   5.4617476e+00   5.0820265e+00   4.1474948e+00   2.8727136e+00   0.0000000e+00   2.5014908e+00   2.0200343e+00   2.6231384e+00   3.2918013e+00   3.7813015e+00   4.2765436e+00   4.0725393e+00   4.1342096e+00   4.3848810e+00   4.3947396e+00   4.3364267e+00   4.4492326e+00   4.5110788e+00   4.2472768e+00
   2.3220568e+00   1.9987863e+00   2.0749311e+00   2.1674833e+00   2.3792617e+00   2.3353965e+00   2.2974304e+00   2.4316929e+00   2.5600157e+00   2.8842309e+00   3.1600373e+00   3.8125963e+00   3.9904528e+00   4.5357869e+00   5.3960425e+00   4.9468362e+00   4.9941884e+00   4.8620618e+00   3.8863635e+00   3.0492181e+00   1.9111047e+00   9.2289206e-01   0.0000000e+00   1.3620952e+00   2.1824885e+00   2.5786550e+00   2.5723526e+00   2.9520330e+00   2.8746005e+00   2.7933201e+00   2.7932848e+00   2.8037122e+00   2.8113036e+00   2.8984084e+00   2.7900211e+00   2.5831487e+00
   2.2522140e+00   2.2754712e+00   2.6225208e+00   2.7893880e+00   2.9586837e+00   3.0239648e+00   3.0695847e+00   3.2536387e+00   3.4146704e+00   3.5902774e+00   3.5544245e+00   3.8104245e+00   3.4878263e+00   3.3216498e+00   3.8782909e+00   3.1998116e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3102176e+00   1.5085172e+00   1.9417174e+00   0.0000000e+00   1.9568421e+00   1.9240055e+00   1.8598489e+00   1.7113161e+00   2.1222990e+00   2.4275827e+00   2.2597115e+00   1.9918320e+00   2.1205895e+00   2.1197915e+00   2.1721733e+00   2.1441977e+00   2.1518669e+00
   2.6061232e+00   2.8192785e+00   3.2495832e+00   3.4673305e+00   3.5748963e+00   3.7528708e+00   3.7946572e+00   3.9984076e+00   4.1164494e+00   4.1800733e+00   3.9710937e+00   3.7671115e+00   3.3173819e+00   2.5147302e+00   3.7851720e+00   2.8024311e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9165113e+00   1.4305961e+00   2.2409639e+00   2.2485800e+00   2.3763270e+00   1.8983485e+00   1.5993561e+00   1.3155391e+00   1.9459186e+00   2.0928736e+00   2.1199107e+00   1.9400021e+00   2.0852423e+00   2.0204380e+00   2.1040850e+00   2.2136025e+00   2.3068111e+00
   3.1623816e+00   3.5195718e+00   3.9639006e+00   4.2272148e+00   4.2596021e+00   4.5625820e+00   4.5650015e+00   4.7800264e+00   4.8188705e+00   4.7744746e+00   4.4325466e+00   3.6992211e+00   3.2616224e+00   1.7920680e+00   4.2355895e+00   2.8997467e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6230886e+00   1.4816201e+00   2.2964098e+00   2.7623253e+00   2.7558393e+00   1.9597996e+00   1.4970198e+00   1.0688163e+00   2.0068486e+00   0.0000000e+00   2.1218412e+00   2.1812525e+00   2.3063605e+00   2.1504493e+00   2.2926702e+00   2.5761011e+00   2.7105863e+00
   3.7962767e+00   4.1139316e+00   4.2796116e+00   4.4967154e+00   4.4568605e+00   4.9130863e+00   4.8233950e+00   5.2357740e+00   4.9607688e+00   4.8095242e+00   4.5085412e+00   3.1666917e+00   3.0871670e+00   9.4507613e-01   3.2141545e+00   2.6088468e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3785573e+00   2.3649017e+00   3.8672489e+00   3.4383492e+00   2.0102267e+00   1.6984828e+00   1.4905252e+00   1.0217526e+00   0.0000000e+00   0.0000000e+00   1.9702186e+00   2.4700975e+00   2.8273460e+00   2.6950638e+00   2.6900065e+00   3.2331706e+00   3.2810685e+00
   3.8820524e+00   4.0065389e+00   4.0318270e+00   4.1187353e+00   3.9752564e+00   4.3642378e+00   4.2386317e+00   4.6828222e+00   4.4519296e+00   4.3419251e+00   4.1590052e+00   2.9426305e+00   2.8628256e+00   1.4399014e+00   2.3744125e+00   1.8959401e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7450393e+00   2.6612539e+00   4.0581303e+00   3.1020885e+00   1.3179450e+00   1.1772139e+00   9.3498147e-01   8.6420870e-01   0.0000000e+00   0.0000000e+00   1.7741263e+00   1.8318998e+00   2.7313657e+00   2.9530554e+00   2.7503543e+00   3.2932541e+00   3.4066806e+00
   3.9805126e+00   3.9611821e+00   3.9180980e+00   3.8518467e+00   3.5845799e+00   3.8348675e+00   3.6450267e+00   4.0816727e+00   3.9554214e+00   3.9975214e+00   3.9396298e+00   2.9759579e+00   2.7913518e+00   1.9989001e+00   2.2555923e+00   1.6680737e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2449152e+00   3.0414431e+00   4.0418620e+00   2.9639804e+00   9.8734045e-01   7.2222352e-01   5.2306205e-01   9.7677696e-01   0.0000000e+00   2.1033981e+00   1.7162468e+00   1.3459392e+00   2.5281024e+00   3.1424494e+00   2.8785424e+00   3.3563757e+00   3.5356050e+00
