-START-OF-DATA-
0.0      839.6E-6
100.0    845.1E-6
200.0    850.7E-6
300.0    856.2E-6
400.0    861.8E-6
500.0    867.4E-6
600.0    872.9E-6
700.0    878.5E-6
800.0    884.0E-6
900.0    889.6E-6
1000.0   895.2E-6
1100.0   900.7E-6
1200.0   906.3E-6
1300.0   911.8E-6
1400.0   917.4E-6
1500.0   923.0E-6
1600.0   928.5E-6
1700.0   934.1E-6
1800.0   939.6E-6
1900.0   945.2E-6
2000.0   950.8E-6
2100.0   956.3E-6
2200.0   961.9E-6
2300.0   967.4E-6
2400.0   973.0E-6
2500.0   978.6E-6
2600.0   984.1E-6
2700.0   989.7E-6
2800.0   995.2E-6
2900.0   1000.8E-6
3000.0   1006.4E-6
3100.0   1011.9E-6
3200.0   1017.5E-6
3300.0   1023.0E-6
3400.0   1028.6E-6
3500.0   1034.2E-6
3600.0   1039.7E-6
3700.0   1045.3E-6
3800.0   1050.8E-6
3900.0   1056.4E-6
4000.0   1062.0E-6
4100.0   1067.5E-6
4200.0   1073.1E-6
4300.0   1078.6E-6
4400.0   1084.2E-6
4500.0   1089.8E-6
4600.0   1095.3E-6
4700.0   1100.9E-6
4800.0   1106.4E-6
4900.0   1112.0E-6
999999.0 1112.0E-6
-END-OF-DATA-
