-START-OF-DATA-
0.0      278.0E-6
100.0    361.4E-6
200.0    444.8E-6
300.0    528.2E-6
400.0    611.6E-6
500.0    695.0E-6
600.0    778.4E-6
700.0    861.8E-6
800.0    945.2E-6
900.0    1028.6E-6
1000.0   1112.0E-6
1100.0   1195.4E-6
1200.0   1278.8E-6
1300.0   1362.2E-6
1400.0   1445.6E-6
1500.0   1529.0E-6
1600.0   1612.4E-6
1700.0   1695.8E-6
1800.0   1779.2E-6
1900.0   1862.6E-6
2000.0   1946.0E-6
2100.0   2029.4E-6
2200.0   2112.8E-6
2300.0   2196.2E-6
2400.0   2279.6E-6
2500.0   2363.0E-6
2600.0   2446.4E-6
2700.0   2529.8E-6
2800.0   2613.2E-6
2900.0   2696.6E-6
3000.0   2780.0E-6
3100.0   2863.4E-6
3200.0   2946.8E-6
3300.0   3030.2E-6
3400.0   3113.6E-6
3500.0   3197.0E-6
3600.0   3280.4E-6
3700.0   3363.8E-6
3800.0   3447.2E-6
3900.0   3530.6E-6
4000.0   3614.0E-6
4100.0   3697.4E-6
4200.0   3780.8E-6
4300.0   3864.2E-6
4400.0   3947.6E-6
4500.0   4031.0E-6
4600.0   4114.4E-6
4700.0   4197.8E-6
4800.0   4281.2E-6
4900.0   4364.6E-6
5000.0   4448.0E-6
999999.0 4448.0E-6
-END-OF-DATA-
