-START-OF-DATA-
0.0      561.6E-6
100.0    567.1E-6
200.0    572.7E-6
300.0    578.2E-6
400.0    583.8E-6
500.0    589.4E-6
600.0    594.9E-6
700.0    600.5E-6
800.0    606.0E-6
900.0    611.6E-6
1000.0   617.2E-6
1100.0   622.7E-6
1200.0   628.3E-6
1300.0   633.8E-6
1400.0   639.4E-6
1500.0   645.0E-6
1600.0   650.5E-6
1700.0   656.1E-6
1800.0   661.6E-6
1900.0   667.2E-6
2000.0   672.8E-6
2100.0   678.3E-6
2200.0   683.9E-6
2300.0   689.4E-6
2400.0   695.0E-6
2500.0   700.6E-6
2600.0   706.1E-6
2700.0   711.7E-6
2800.0   717.2E-6
2900.0   722.8E-6
3000.0   728.4E-6
3100.0   733.9E-6
3200.0   739.5E-6
3300.0   745.0E-6
3400.0   750.6E-6
3500.0   756.2E-6
3600.0   761.7E-6
3700.0   767.3E-6
3800.0   772.8E-6
3900.0   778.4E-6
4000.0   784.0E-6
4100.0   789.5E-6
4200.0   795.1E-6
4300.0   800.6E-6
4400.0   806.2E-6
4500.0   811.8E-6
4600.0   817.3E-6
4700.0   822.9E-6
4800.0   828.4E-6
4900.0   834.0E-6
999999.0 834.0E-6
-END-OF-DATA-
